response,age,income,response_pt_2,age_range,tokens
Made me very income insecure. It's a month to month worry.,57.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Made me very income insecure. It's a month to month worry. ,55-64,insecure
Made me very income insecure. It's a month to month worry.,57.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Made me very income insecure. It's a month to month worry. ,55-64,month
Made me very income insecure. It's a month to month worry.,57.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Made me very income insecure. It's a month to month worry. ,55-64,month
Made me very income insecure. It's a month to month worry.,57.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  Made me very income insecure. It's a month to month worry. ,55-64,worry
It has hurts because we don’t have enough money to pay our bills and to get groceries,42.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  It has hurts because we don’t have enough money to pay our bills and to get groceries ,35-44,hurts
It has hurts because we don’t have enough money to pay our bills and to get groceries,42.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  It has hurts because we don’t have enough money to pay our bills and to get groceries ,35-44,money
It has hurts because we don’t have enough money to pay our bills and to get groceries,42.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  It has hurts because we don’t have enough money to pay our bills and to get groceries ,35-44,pay
It has hurts because we don’t have enough money to pay our bills and to get groceries,42.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  It has hurts because we don’t have enough money to pay our bills and to get groceries ,35-44,bills
It has hurts because we don’t have enough money to pay our bills and to get groceries,42.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  It has hurts because we don’t have enough money to pay our bills and to get groceries ,35-44,groceries
It has put me in a hardship,32.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  It has put me in a hardship,25-34,hardship
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,son
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,lives
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,home
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,lost
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,job
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,lowers
My son lives at home and lost his job which lowers our income,39.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  My son lives at home and lost his job which lowers our income ,35-44,income
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,having
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,aid
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,helped
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,family
Having more aid really helped my family by allowing us to pay off debt while I’m not working,33.0,"Income: $50,001 - $75,000",How has losing or going without more aid impacted you?  Having more aid really helped my family by allowing us to pay off debt while I’m not working    ,25-34,allowing
